,1,2,3
3.74,0.0006903926454867687,0.004474543163687697,0.004107251838009956
3.75,0.0007007234946814708,0.004514293103103578,0.004194912519505645
3.7600000000000002,0.0007111659353508269,0.004553570197734179,0.0042829549911005795
3.77,0.0007217202960783153,0.004592354834560385,0.004371323249298583
3.7800000000000002,0.0007323868870230308,0.0046306274689858744,0.00445995964557919
3.79,0.0007431659995064724,0.00466836864041155,0.004548804932441728
3.8000000000000003,0.000754057905598612,0.004705558987920927,0.004637798313503133
3.81,0.0007650628577032818,0.004742179266052635,0.004726877497631487
3.8200000000000003,0.0007761810881432744,0.004778210360649665,0.0048159787570923925
3.83,0.0007874128087449996,0.004813633304764849,0.004905036989683061
3.84,0.0007987582104231551,0.0048484292946035954,0.004993985784797079
3.85,0.0008102174627653119,0.004882579705489179,0.005082757493379597
3.86,0.000821790713617039,0.004916066107833885,0.0051712833016995564
3.87,0.0008334780886672194,0.004948870283090456,0.005259493308853989
3.88,0.0008452796910340299,0.004980974239675195,0.0053473166079339605
3.89,0.00085719560085194,0.005012360228836029,0.005434681370729946
3.9,0.0008692258748595139,0.005043010760451511,0.005521514935878837
3.91,0.0008813705459884366,0.005072908618740701,0.00560774390032835
3.92,0.000893629622954186,0.005102036877863194,0.005693294213972973
3.93,0.0009060030898480426,0.005130378917393984,0.0057780912773284475
3.94,0.0009184909057311256,0.005157918437649547,0.005862060042083389
3.95,0.0009310930042303647,0.005184639474849496,0.005945125114353802
3.96,0.0009438092931367002,0.005210526416094757,0.006027210860478334
3.97,0.0009566396540059386,0.00523556401413937,0.006108241515144706
3.98,0.0009695839417620762,0.005259737401943467,0.006188141291674158
3.99,0.0009826419843036492,0.0052830321069806405,0.006266834494235121
4.0,0.000995813582113102,0.005305434065288168,0.006344245631780254
4.01,0.0010090985078697364,0.005326929635239305,0.0064202995334895745
4.0200000000000005,0.0010224965060660165,0.005347505611014892,0.006494921465466987
4.03,0.0010360072926278315,0.005367149235764967,0.006568037248472441
4.04,0.001049630554538659,0.005385848214432447,0.006639573376429711
4.05,0.0010633659494682724,0.005403590726230459,0.006709457135459629
4.0600000000000005,0.0010772131054057365,0.005420365436751162,0.006777616723185803
4.07,0.0010911716202971972,0.005436161509687803,0.006843981368040882
4.08,0.0011052410616888728,0.005450968618158817,0.006908481448315031
4.09,0.0011194209663750376,0.005464776955614057,0.006971048610669981
4.1,0.0011337108400516973,0.005477577246306522,0.007031615887846009
4.11,0.001148110156975783,0.005489360755318485,0.007090117815291504
4.12,0.0011626183596306849,0.005500119298124632,0.0071464905464300845
4.13,0.0011772348583976538,0.005509845249677198,0.007200671966298213
4.14,0.001191959031233949,0.0055185315530016715,0.007252601803270865
4.15,0.0012067902233574743,0.005526171727288942,0.00730222173859916
4.16,0.0012217277469387835,0.005532759875472251,0.007349475513498762
4.17,0.0012367708807999192,0.005538290691273766,0.00739430903350282
4.18,0.001251918870121049,0.005542759465716168,0.007436670469827733
4.19,0.0012671709261547035,0.005546162093081191,0.007476510357487166
4.2,0.0012825262259479697,0.005548495076309583,0.007513781689892793
4.21,0.0012979839120732077,0.0055497555318351054,0.007548440009703619
4.22,0.0013135430923670015,0.005549941193837234,0.007580443495677473
4.23,0.0013292028396780515,0.005549050417912485,0.007609753045286262
4.24,0.0013449621916238766,0.005547082184153281,0.0076363323528839625
4.25,0.00136082015035718,0.005544036099627589,0.007660147983192908
4.26,0.0013767756823413805,0.005539912400258599,0.007681169439929695
4.2700000000000005,0.0013928277181360967,0.005534711952092192,0.0076993692293513
4.28,0.0014089751521925804,0.005528436251956862,0.007714722918555098
4.29,0.001425216842659619,0.005521087427508189,0.007727209188367125
4.3,0.0014415516111998098,0.005512668236654424,0.007736809880644509
4.3100000000000005,0.0014579782428165234,0.005503182066367895,0.007743510039868691
4.32,0.001474495485692269,0.005492632930874849,0.007747297948894255
4.33,0.0014911020510380583,0.005481025469230101,0.007748165158733864
4.34,0.0015077966129540973,0.005468364942273039,0.0077461065122922225
4.3500000000000005,0.0015245778083028418,0.005454657228970228,0.007741120161952431
4.36,0.0015414442365934903,0.0054399088221461014,0.007733207580965412
4.37,0.001558394459879005,0.005424126823607381,0.007722373568576727
4.38,0.0015754270026653548,0.005407318938660554,0.007708626248853588
4.39,0.0015925403518338706,0.00538949347003771,0.007691977063219467
4.4,0.0016097329565761633,0.0053706593112255036,0.007672440756658248
4.41,0.0016270032283421827,0.005350825939213456,0.007650035357633978
4.42,0.0016443495408021782,0.005330003406666894,0.0076247821517483865
4.43,0.0016617702298213335,0.0053082023335281675,0.007596705649172127
4.44,0.0016792635934491543,0.005285433898066572,0.007565833545944597
4.45,0.001696827891922286,0.005261709827375566,0.007532196679190594
4.46,0.0017144613476818107,0.005237042387337355,0.007495828976383524
4.47,0.0017321621454046093,0.00521144437206173,0.007456767398749916
4.48,0.0017499284320500444,0.005184929092813929,0.007415051878948131
4.49,0.0017677583169207613,0.005157510366444996,0.007370725253180687
4.5,0.0017856498717386743,0.005129202503335381,0.0073238331878809106
4.51,0.0018036011307365322,0.005100020294872885,0.007274424101162985
4.5200000000000005,0.0018216100907643173,0.005069979000474555,0.007222549079225132
4.53,0.0018396747114113388,0.005039094334169114,0.007168261787893563
4.54,0.00185779291514431,0.00500738245076208,0.007111618379540177
4.55,0.0018759625874608572,0.004974859931591592,0.007052677395591001
4.5600000000000005,0.0018941815770594256,0.004941543769902017,0.00699149966486324
4.57,0.0019124476960248507,0.004907451355846944,0.00692814819798701
4.58,0.0019307587200309438,0.004872600461142615,0.006862688078157524
4.59,0.0019491123885588158,0.004837009223392453,0.006795186348503244
4.6000000000000005,0.0019675064051322307,0.004800696130098548,0.006725711896328095
4.61,0.0019859384375692543,0.004763680002384142,0.006654335334519291
4.62,0.002004406118251391,0.0047259799784463066,0.00658112888041419
4.63,0.002022907044408538,0.004687615496755213,0.006506166232405847
4.64,0.002041438778422123,0.004648606279029657,0.006429522444603089
4.65,0.002059998848144525,0.0046089723130012675,0.006351273799839136
4.66,0.002078584747235887,0.004568733834993994,0.006271497681329906
4.67,0.0020971939355184754,0.004527911312340847,0.006190272443302143
4.68,0.0021158238393479624,0.004486525425654737,0.006107677280879304
4.69,0.002134471852002261,0.004444597050982066,0.006023792099555569
4.7,0.0021531353340879388,0.0044021472418559705,0.005938697384541978
4.71,0.002171811613963663,0.004359197211273719,0.005852474070300865
4.72,0.0021904979881818445,0.0043157683136201405,0.005765203410570736
4.73,0.0022091917219472096,0.004271882026558088,0.005676966849165759
4.74,0.002227890049593034,0.004227559932908738,0.005587845891853747
4.75,0.002246590175075281,0.0041828237025447745,0.00549792197959684
4.76,0.0022652892724839653,0.004137695074315685,0.005407276363425249
4.7700000000000005,0.00228398448657209,0.004092195838029514,0.00531598998122938
4.78,0.002302672933302088,0.004046347816509471,0.005224143336719105
4.79,0.0023213517004100044,0.004000172847751022,0.005131816380822505
4.8,0.002340017847986859,0.003953692767194952,0.0050390883957534376
4.8100000000000005,0.002358668409077212,0.003906929390141555,0.004946037881989577
4.82,0.002377300390295814,0.003859904494324987,0.0048527424483914856
4.83,0.002395910772460519,0.0038126398026657954,0.004759278705663214
4.84,0.0024144965112431857,0.0037651569662246033,0.004665722163362514
4.8500000000000005,0.002433054537837269,0.003717477547372408,0.004572147130651621
4.86,0.0024515817596421977,0.003669623003199224,0.004478626620955696
4.87,0.0024700750609653243,0.0036216146691795273,0.004385232260700655
4.88,0.00248853130373982,0.003573473743107508,0.004292034202272775
4.89,0.0025069473282597664,0.0035252212693261116,0.004199101041337492
4.9,0.002525319953931054,0.0034768781232615334,0.0041064997386400124
4.91,0.0025436459800395207,0.0034284649962809293,0.0040142955463893445
4.92,0.002561922186534413,0.0033800023808901875,0.00392255193932761
4.93,0.002580145334827848,0.003331510556282583,0.0038313305505508497
4.94,0.0025983121686107714,0.0032830095742584207,0.0037406911121566373
4.95,0.0026164194146837986,0.003234519245525053,0.0036506914007622395
4.96,0.002634463783803199,0.0031860591263888505,0.003561387187924514
4.97,0.002652441971543129,0.0031376485058579946,0.003472832195494511
4.98,0.0026703506591715313,0.0030893063931604152,0.003385078055903054
4.99,0.002688186514541256,0.003041051505691233,0.00329817427737446
5.0,0.00270594619299606,0.0029929022574008758,0.0032121682140535753
5.01,0.002723626338289385,0.0029448767476285822,0.0031271050410021403
5.0200000000000005,0.0027412235835186077,0.0028969927503968984,0.0030430277340320554
5.03,0.002758734552071735,0.0028492677041675302,0.002959977054306627
5.04,0.002776155858587865,0.002801718702071436,0.0028779915376462486
5.05,0.002793484109930297,0.002754362482617348,0.0027971074884570206
5.0600000000000005,0.0028107159061728534,0.002707215420882892,0.0027173589781841396
5.07,0.0028278478415979134,0.002660293520196765,0.0026387778481977544
5.08,0.00284487650570686,0.0026136124043119636,0.002561393716989033
5.09,0.0028617984842415453,0.002567187310076251,0.002485233991558767
5.1000000000000005,0.0028786103602183293,0.002521033080602788,0.002410323882872799
5.11,0.0028953087149711705,0.0024751641589388067,0.0023366864252352543
5.12,0.0029118901292069354,0.002429594582238448,0.002264342499443305
5.13,0.002928351184069862,0.00238433797643731,0.002193310859568169
5.14,0.0029446884622158533,0.002339407551427564,0.0021236081631988537
5.15,0.002960898548896607,0.0022948160967358857,0.0020552490049925956
5.16,0.0029769780330521933,0.002250575977698196,0.0019882459533545928
5.17,0.00299292350841176,0.002206699132132135,0.0019226095900805058
5.18,0.0030087315746034097,0.0021631970675022,0.0018583485527809156
5.19,0.0030243988382705465,0.0021200808585740962,0.0017954695799081253
5.2,0.0030399219141956616,0.0020773611455545686,0.0017339775582070605
5.21,0.003055297426431174,0.0020350481327094925,0.0016738755724017098
5.22,0.0030705220094360964,0.0019931515874573604,0.0016151649569361305
5.23,0.003085592309218433,0.0019516808399295308,0.0015578453495857195
5.24,0.0031005049844826434,0.0019106447829903375,0.0015019147467501776
5.25,0.00311525670778253,0.0018700518727117522,0.001447369560249587
5.26,0.003129844166677426,0.001829910129291443,0.0013942046754382537
5.2700000000000005,0.0031442640648926545,0.0017902271384080913,0.0013424135104561376
5.28,0.0031585131234831447,0.0017510100530035708,0.0012919880764417939
5.29,0.0031725880819992273,0.0017122655954830478,0.0012429190385292437
5.3,0.0031864856996554405,0.0016740000603227892,0.0011951957774604493
5.3100000000000005,0.0032002027565000484,0.0016362193170746967,0.001148806451642492
5.32,0.003213736054585969,0.001598928813758287,0.0011037380594882342
5.33,0.0032270824191424382,0.0015621335806269702,0.00105997650188139
5.34,0.0032402386997461945,0.001525838234298231,0.0010175066446108363
5.3500000000000005,0.0032532017714923065,0.0014900469822360742,0.000976312380627558
5.36,0.003265968536163405,0.0014547636275719096,0.0009363766919804729
5.37,0.0032785359233980533,0.0014199915742537418,0.0008976817112939443
5.38,0.0032909008918557757,0.001385733832509045,0.0008602087826571822
5.39,0.003303060430379563,0.0013519930246087702,0.000823938521799262
5.4,0.003315011559155315,0.0013187713909206078,0.0007888508754344734
5.41,0.0033267513308666142,0.0012860707962359572,0.0007549251796639155
5.42,0.0033382768318447288,0.001253892736359013,0.0007221402173297974
5.43,0.0033495851832142237,0.0012222383449440285,0.0006904742742263326
5.44,0.003360673542031906,0.0011911084005658636,0.000659905194073215
5.45,0.003371539102419619,0.0011605033340115617,0.0006304104321705043
5.46,0.003382179096689969,0.0011304232357784592,0.0006019671076572794
5.47,0.0033925907964642353,0.0011008678637645947,0.0005745520543030147
5.48,0.0034027715137829925,0.0010718366511389074,0.0005481418697706032
5.49,0.003412718602206194,0.0010433287143754078,0.0005227129632924945
5.5,0.0034224294579052613,0.001015342861439529,0.0004982416017126019
5.51,0.0034319015207450606,0.0009878776001120454,0.0004747039538498453
5.5200000000000005,0.003441132275354343,0.0009609311464363697,0.0004520761331466134
5.53,0.0034501192521856116,0.0009345014332772905,0.0004303342385738132
5.54,0.0034588600285634552,0.0009085861189760336,0.00040945439376671906
5.55,0.003467352229719984,0.0008831825960898494,0.0003894127843748719
5.5600000000000005,0.0034755935298171124,0.0008582880002023527,0.00037018569361423455
5.57,0.0034835816529562654,0.000833899218791732,0.00035174953601409893
5.58,0.003491314374172883,0.000810012900144808,0.00033408088935884075
5.59,0.003498789520416696,0.0007866254623033956,0.00031715652482796166
5.6000000000000005,0.0035060049715164602,0.0007637331020323449,0.0003009534353437794
5.61,0.0035129586611294724,0.0007413318037957532,0.00028544886214033514
5.62,0.0035196485776737654,0.0007194173487306817,0.0002706203195714678
5.63,0.0035260727652436877,0.0006979853236069604,0.00025644561818101034
5.64,0.003532229324508368,0.0006770311297612513,0.00024290288606036863
5.65,0.003538116413591449,0.0006565499919957147,0.00022997058852390663
5.66,0.0035437322489322875,0.0006365369674297064,0.00021762754613530435
5.67,0.0035490751061285765,0.0006169869542953036,0.00020585295112076393
5.68,0.0035541433207586055,0.0005978947006664746,0.00019462638220867686
5.69,0.003558935289183715,0.0005792548131121642,0.00018392781793714587
5.7,0.0035634494693294345,0.000561061765264794,0.00017373764847335664
5.71,0.003567684381446825,0.0005433099062953436,0.000164036685991231
5.72,0.003571638608850007,0.0005259934692860271,0.00015480617365464525
5.73,0.0035753107986335815,0.0005091065794935518,0.0001460277932563485
5.74,0.0035786996623660187,0.0004926432624946979,0.00013768367156285919
5.75,0.003581803976760193,0.00047659745220698317,0.00012975638541726277
5.76,0.0035846225843209575,0.00046096299877819164,0.0001222289656530627
5.7700000000000005,0.0035871543939679324,0.0004457336763374183,0.00011508489987185501
5.78,0.0035893983816343675,0.00043090319060234554,0.00010830813413915011
5.79,0.0035913535908403357,0.0004164651863365694,0.00010188307365224828
5.8,0.0035930191332420864,0.0004024132546518717,9.579458243421294e-05
5.8100000000000005,0.0035943941891542555,0.0003887409401505283,9.002798210811702e-05
5.82,0.0035954780080466064,0.00037544174790291545,8.456904980517349e-05
5.83,0.0035962699090148305,0.0003625091502565822,7.940401526005327e-05
5.84,0.0035967692812237007,0.00034993659347274124,7.451955714602765e-05
5.8500000000000005,0.003596975584323664,0.00033771750418668727,6.990279870183264e-05
5.86,0.0035968883488396272,0.0003258452956894958,6.5541302701358e-05
5.87,0.003596507176532433,0.0003143133740278186,6.142306581610449e-05
5.88,0.0035958317407319687,0.00030311514391982464,5.753651241945708e-05
5.89,0.003594861786641541,0.00029224401448500043,5.387048788044907e-05
5.9,0.003593597131614931,0.0002816934047864633,5.041425139346725e-05
5.91,0.003592037665402632,0.0002714567491841734,4.7157468389066644e-05
5.92,0.0035901833503707934,0.0002615275024982335,4.409020256943679e-05
5.93,0.0035880342216897967,0.000251899144981658,4.120290761072832e-05
5.94,0.003585590387493571,0.00024256518710205545,3.8486418572874336e-05
5.95,0.0035828520290089715,0.00023351917413233335,3.593194305583253e-05
5.96,0.003579819400655828,0.00022475469055065203,3.353105213970625e-05
5.97,0.003576492830116192,0.00021626536425003076,3.1275671144480006e-05
5.98,0.0035728727183738235,0.00020804487055849373,2.9158070243373033e-05
5.99,0.0035689595397232275,0.0002000869360708564,2.7170854962290027e-05
6.0,0.003564753841748066,0.00019238534229326198,2.5306956595976183e-05
6.01,0.003560256245269547,0.0001849339291022999,2.3559622570002152e-05
6.0200000000000005,0.00355546744426368,0.00017772659802017547,2.1922406775817814e-05
6.03,0.0035503882057479307,0.00017075731530821254,2.0389159904653853e-05
6.04,0.003545019369637629,0.0001640201148807497,1.89540198042816e-05
6.05,0.0035393618485712692,0.00015750910104180558,1.7611401881049047e-05
6.0600000000000005,0.003533416627704842,0.0001512184510472896,1.6355989568085432e-05
6.07,0.003527184764476403,0.00014514241749533058,1.5182724878939552e-05
6.08,0.0035206673883390518,0.0001392753305478156,1.4086799064429213e-05
6.09,0.0035138657004634335,0.0001336115999862029,1.3063643389032272e-05
6.1000000000000005,0.0035067809734103763,0.00012814571710477316,1.2108920041642591e-05
6.11,0.003499414550772437,0.0001228722564448898,1.1218513194231431e-05
6.12,0.0034917678467852107,0.000117785877373508,1.038852022049409e-05
6.13,0.0034838423459084052,0.00011288132550981826,9.615243085371217e-06
6.140000000000001,0.0034756396023772956,0.00010815343400359811,8.89517991504904e-06
6.15,0.00346716123972373,0.00010359712466906674,8.22501675584077e-06
6.16,0.003458408950267564,9.920740897827032e-05,7.601619529262096e-06
6.17,0.0034493844945787627,9.497938891782275e-05,7.022026189496264e-06
6.18,0.003440089700910009,9.090825771314448e-05,6.483439088426212e-06
6.19,0.003430526464599962,8.69893004242523e-05,5.983217552458487e-06
6.2,0.003420696747448726,8.321789441721434e-05,5.5188706744117825e-06
6.21,0.0034106025770635003,7.958950971545296e-05,5.088050322915144e-06
6.22,0.003400246046176359,7.609970923512788e-05,4.688544370925138e-06
6.23,0.0033896293119349487,7.274414890875876e-05,4.318270144220558e-06
6.24,0.0033787545951643604,6.951857770136676e-05,3.975268090038658e-06
6.25,0.003367624179601955,6.641883752329276e-05,3.6576956653361806e-06
6.26,0.003356240411106209,6.344086304402961e-05,3.3638214435841976e-06
6.2700000000000005,0.003344605696837604,6.058068141116247e-05,3.092019438421539e-06
6.28,0.0033327225044141816,5.783441187867803e-05,2.8407636419929307e-06
6.29,0.0033205933610413216,5.5198265348815446e-05,2.608622775335253e-06
6.3,0.003308220852615988,5.2668543831543015e-05,2.394255247741269e-06
6.3100000000000005,0.003295607622805636,5.02416398258023e-05,2.1964043216654737e-06
6.32,0.0032827563721037002,4.791403562658036e-05,2.0138934793850756e-06
6.33,0.00326966985686006,4.568230256174479e-05,1.8456219873307913e-06
6.34,0.0032563508882886777,4.354310016269754e-05,1.6905606537478736e-06
6.3500000000000005,0.0032428023314518307,4.149317527261903e-05,1.547747775099604e-06
6.36,0.003229027104221924,3.9529361096230134e-05,1.4162852664492227e-06
6.37,0.0032150281762216297,3.764857619477042e-05,1.2953349708792284e-06
6.38,0.003200808567742225,3.584782342988115e-05,1.1841151428737995e-06
6.390000000000001,0.003186371348641268,3.412418886003503e-05,1.0818971004882533e-06
6.4,0.003171719637219663,3.247484059300731e-05,9.880020410403685e-07
6.41,0.0031568565990795845,3.089702759785159e-05,9.017980150078292e-07
6.42,0.003141785445962563,2.9388078479754173e-05,8.226970527774106e-07
6.43,0.003126509434569637,2.7945400221018745e-05,7.501524388787019e-07
6.44,0.0031110318653630683,2.656647689139194e-05,6.836561283425018e-07
6.45,0.003095356081351227,2.5248868330809775e-05,6.227362998445845e-07
6.46,0.003079485466856239,2.3990208807579235e-05,5.669550403359984e-07
6.47,0.003063423446266345,2.2788205654893972e-05,5.159061559162401e-07
6.48,0.0030471734827724755,2.1640637888509005e-05,4.692131037703151e-07
6.49,0.0030307390770896556,2.0545354808270764e-05,4.2652704007192983e-07
6.5,0.003014123766165648,1.950027458616067e-05,3.87524978844889e-07
6.51,0.002997331121874991,1.8503382843326735e-05,3.5190805687139946e-07
6.5200000000000005,0.002980364749700877,1.7552731218577113e-05,3.193998998473059e-07
6.53,0.0029632282874055118,1.6646435930625466e-05,2.8974508509482504e-07
6.54,0.0029459254036884376,1.5782676336345126e-05,2.627076962670704e-07
6.55,0.002928459796834835,1.4959693487152274e-05,2.3806996560214137e-07
6.5600000000000005,0.0029108351933536183,1.417578868556068e-05,2.156309994153864e-07
6.57,0.002893055346607058,1.3429322043858087e-05,1.9520558265186015e-07
6.58,0.0028751240354313854,1.2718711046733448e-05,1.766230584554707e-07
6.59,0.0028570450627500464,1.2042429119629258e-05,1.5972627884990506e-07
6.6000000000000005,0.0028388222541799826,1.139900420447122e-05,1.4437062276464414e-07
6.61,0.0028204594566317354,1.0787017344343903e-05,1.304230777778221e-07
6.62,0.0028019605369042715,1.0205101278602761e-05,1.1776138208738942e-07
6.63,0.0027833293802749155,9.651939049804526e-06,1.0627322335976265e-07
6.640000000000001,0.0027645698890855584,9.126262623773848e-06,9.585549124250809e-08
6.65,0.0027456859813252054,8.6268515240213e-06,8.64135804632141e-08
6.66,0.0027266815892108926,8.15253148165218e-06,7.786074157024745e-08
6.67,0.002707560657766195,7.702173101832346e-06,7.011747650302125e-08
6.68,0.002688327143398919,7.274690547779605e-06,6.311097630757143e-08
6.69,0.0026689850124790326,6.86904024319476e-06,5.677459844011489e-08
6.7,0.0026495382399166633,6.484219593955809e-06,5.104738122372727e-08
6.71,0.0026299908077413395,6.119265729827923e-06,4.587359314334203e-08
6.72,0.0026103467036838798,5.7732542668865955e-06,4.120231478078582e-08
6.73,0.002590609919760422,5.445298091258174e-06,3.6987051304273556e-08
6.74,0.00257078445086007,5.134546164741893e-06,3.318537353619237e-08
6.75,0.0025508742933371526,4.840182352797339e-06,2.97585857286333e-08
6.76,0.0025308834436080243,4.561424275324033e-06,2.6671418277803214e-08
6.7700000000000005,0.0025108158967537923,4.297522180609419e-06,2.3891743706704258e-08
6.78,0.002490675645129327,4.047757842749794e-06,2.1390314339479482e-08
6.79,0.0024704666769795264,3.8114434828113432e-06,1.9140520181484735e-08
6.8,0.002450192975063038,3.58792071393477e-06,1.7118165605637105e-08
6.8100000000000005,0.002429858515285185,3.3765595105417897e-06,1.5301263528580975e-08
6.82,0.0024094672653394668,3.1767572017569225e-06,1.3669845839460821e-08
6.83,0.0023890231833591834,2.98793748910943e-06,1.2205788919597521e-08
6.84,0.0023685302165794616,2.8095494885385553e-06,1.0892653163409193e-08
6.8500000000000005,0.0023479923000112013,2.6410667966893e-06,9.715535479467779e-09
6.86,0.0023274133551256645,2.4819865814387042e-06,8.660933815598578e-09
6.87,0.00230679728855298,2.331828696567593e-06,7.716622813802163e-09
6.88,0.002286147990792567,2.1901348204497306e-06,6.871539759291923e-09
6.890000000000001,0.002265469334938406,2.0564676186031952e-06,6.115680043374271e-09
6.9,0.0022447651754180743,1.9304099299195852e-06,5.440001412353046e-09
6.91,0.0022240393467470496,1.8115639763538325e-06,4.836336324103376e-09
6.92,0.0022032956622982914,1.6995505958386673e-06,4.297311780681539e-09
6.93,0.002182537913088711,1.594008498157309e-06,3.816276049336888e-09
6.94,0.002161769866581779,1.4945935434899675e-06,3.3872317256950483e-09
6.95,0.002140995265507455,1.4009780433272657e-06,3.0047746318311673e-09
6.96,0.002120217826700454,1.3128500834251026e-06,2.664038078501778e-09
6.97,0.002099441239956472,1.2299128684601195e-06,2.360642055122935e-09
6.98,0.002078669166907412,1.1518840880270926e-06,2.0906469432184465e-09
6.99,0.0020579052399160073,1.0784953036069145e-06,1.8505113791583282e-09
7.0,0.0020371530609904456,1.009491356121854e-06,1.6370539201575561e-09
7.01,0.0020164162007192295,9.446297936827036e-07,1.447418193793628e-09
7.0200000000000005,0.001995698197226823,8.836803191232454e-07,1.279041235846998e-09
7.03,0.0019750025551506824,8.26424256909336e-07,1.1296247441470347e-09
7.04,0.0019543327446397136,7.726540390027837e-07,9.971089974211192e-10
7.05,0.001933692200375213,7.221727092537932e-07,8.796492079810813e-10
7.0600000000000005,0.0019130843206139623,6.747934458916847e-07,7.755940955162697e-10
7.07,0.001892512466254142,6.303391016797294e-07,6.834664863923033e-10
7.08,0.0018719799599248128,5.88641761296949e-07,6.019457587462815e-10
7.09,0.0018514900850986737,5.495423155085924e-07,5.298519683998194e-10
7.1000000000000005,0.0018310460852287516,5.128900516860156e-07,4.661315042592918e-10
7.11,0.0018106511629092299,4.785422602364942e-07,4.098441344982077e-10
7.12,0.0017903084790610803,4.463638565052745e-07,3.6015131648944013e-10
7.13,0.001770021152142103,4.1622701771298934e-07,3.163056542392135e-10
7.140000000000001,0.0017497922573820395,3.8801083449420677e-07,2.7764139702291283e-10
7.15,0.0017296248260433554,3.6160097660657025e-07,2.435658820999034e-10
7.16,0.0017095218447069065,3.3688937238265687e-07,2.1355183283331033e-10
7.17,0.0016894862545838289,3.137739015017021e-07,1.871304313216292e-10
7.18,0.0016695209508528768,2.921581006630245e-07,1.638850918016453e-10
7.19,0.0016496287820242878,2.7195088174778664e-07,1.434458676539075e-10
7.2,0.0016298125493296124,2.5306626206220967e-07,1.2548443087670461e-10
7.21,0.0016100750061376116,2.354231062607054e-07,1.0970956842767048e-10
7.22,0.0015904188573972991,2.1894487955447768e-07,9.5863144903945e-11
7.23,0.001570846759106939,2.0355941181775095e-07,8.371648567608448e-11
7.24,0.0015513613178100329,1.891986722107076e-07,7.306713883891059e-11
7.25,0.0015319650901178003,1.757985539460411e-07,6.373597822695353e-11
7.26,0.0015126605822588157,1.6329866883323158e-07,5.55646132888358e-11
7.2700000000000005,0.0014934502496549013,1.5164215124256326e-07,4.8413074852593554e-11
7.28,0.0014743364965241496,1.4077547113917403e-07,4.215774876586272e-11
7.29,0.0014553216755109255,1.3064825584502581e-07,3.668953208401788e-11
7.3,0.0014364080873422416,1.212131201953679e-07,3.191218892811107e-11
7.3100000000000005,0.0014175979805111738,1.1242550476439406e-07,2.7740885361386498e-11
7.32,0.0013988935509867716,1.0424352184310187e-07,2.4100884657187606e-11
7.33,0.0013802969419508813,9.662780886108149e-08,2.0926386169516395e-11
7.34,0.0013618102435612556,8.954138895203001e-08,1.815949268526957e-11
7.3500000000000005,0.0013434354927410368,8.294953837160306e-08,1.5749292649684994e-11
7.36,0.0013251746729949006,7.681966048447355e-08,1.3651045026543105e-11
7.37,0.0013070297142510519,7.11211660458357e-08,1.1825455794980098e-11
7.38,0.001289002492729236,6.582535951117196e-08,1.0238036206605217e-11
7.390000000000001,0.0012710948308349505,6.090533111615585e-08,8.858533940519632e-12
7.4,0.0012533084970789857,5.633585447697594e-08,7.660429209485637e-12
7.41,0.0012356452060224672,5.2093289469412694e-08,6.620488696770501e-12
7.42,0.001218106618247434,4.815549015303865e-08,5.718370948151576e-12
7.43,0.001200694340352151,4.4501717514928424e-08,4.936277514849677e-12
7.44,0.0011834099249714582,4.11125568149384e-08,4.258644747366685e-12
7.45,0.00116625487082135,3.7969839322417275e-08,3.671871683825847e-12
7.46,0.0011492306227683362,3.505656824170834e-08,3.1640799649760322e-12
7.47,0.0011323385719221903,3.2356848631164696e-08,2.724902146869422e-12
7.48,0.001115580055752921,2.985582112774966e-08,2.3452951760686097e-12
7.49,0.0010989563582308062,2.753959929629201e-08,2.017376145410464e-12
7.5,0.0010824687099897103,2.5395210429482574e-08,1.7342777648513462e-12
7.51,0.0010661182885129906,2.3410539631446822e-08,1.4900212652952768e-12
7.5200000000000005,0.0010499062183418966,2.1574277024327187e-08,1.2794047068419296e-12
7.53,0.0010338335713060696,1.987586792380602e-08,1.0979048895762524e-12
7.54,0.0010179013667754565,1.830546583571566e-08,9.415912675115181e-13
7.55,0.0010021105719340156,1.6853888132035718e-08,8.070504470628322e-13
7.5600000000000005,0.000986462102073895,1.551257427048681e-08,6.913200126675653e-13
7.57,0.0009709568209103079,1.4273546427690222e-08,5.918305658793518e-13
7.58,0.0009555955409166861,1.3129372421473145e-08,5.063549922592428e-13
7.59,0.000940379023679311,1.2073130803288199e-08,4.3296408429789513e-13
7.6000000000000005,0.0009253079802714081,1.1098378006972682e-08,3.69987749901909e-13
7.61,0.0009103830716459381,1.0199117445160252e-08,3.1598112599452124e-13
7.62,0.0008956049090471205,9.369770449545694e-09,2.696949967097322e-13
7.63,0.0008809740544395892,8.605148955947045e-09,2.300499865802713e-13
7.640000000000001,0.0008664910209553286,7.900429839701949e-09,1.9611406199792329e-13
7.65,0.0008521562733575578,7.251130811323856e-09,1.670829299322059e-13
7.66,0.0008379702285213263,6.653087786612528e-09,1.422629722109358e-13
7.67,0.0008239332559302094,6.102433649507611e-09,1.2105639729237318e-13
7.68,0.0008100456781886355,5.5955783299123735e-09,1.0294833002376429e-13
7.69,0.0007963077715494937,5.1291901225057566e-09,8.749559394494116e-14
7.7,0.0007827197664563237,4.700178176210733e-09,7.431697076199433e-14
7.71,0.000769281848099899,4.305676087478769e-09,6.308474813446548e-14
7.72,0.0007559941569883836,3.943026533907755e-09,5.3517390290492934e-14
7.73,0.0007428567895308367,3.6097668879385865e-09,4.537318656678014e-14
